Title,LiveUrl,Total Units,Visitors,Page Views,Module Completed Rate,Module Started,Module Completed,Badges,Shared Badges,Module Hours Viewed,Module Avg Minutes per UV,Sum of Duration,Average Star rating,Total Rater,Sandbox Activate(Clicks),Sandbox Activate(Users),Products,Roles,Levels
Describe threat protection with Microsoft 365 Defender,https://docs.microsoft.com/en-us/learn/modules/describe-threat-protection-with-microsoft-365-defender/,8,"1,827","16,229",69.29%,"1,680","1,164","1,274",2,735.2916667,24.14750958,29,4.912280702,57,,,m365-threat-protection,business-user;student,beginner
Manage tables in Dataverse,https://docs.microsoft.com/en-us/learn/modules/create-manage-entities/,7,"2,214","14,965",68.78%,"1,685","1,159","1,216",1,432.405,11.71829268,44,4.627118644,59,,,dynamics-365;power-platform;common-data-service;power-apps,functional-consultant,beginner
Build and deploy applications to Azure by using GitHub Actions,https://docs.microsoft.com/en-us/learn/modules/github-actions-cd/,6,"1,609","10,805",83.85%,"1,381","1,158","1,238",10,241.0375,8.988346799,59,4.80952381,63,,,github;azure,devops-engineer;administrator;developer;solution-architect,intermediate
Deploy a cloud-native ASP.NET Core microservice with GitHub Actions,https://docs.microsoft.com/en-us/learn/modules/microservices-devops-aspnet-core/,7,"1,694","13,771",85.45%,"1,354","1,157","1,399",4,136.9802778,4.851721763,54,4.85,40,,,dotnet;aspnet-core;dotnet-core;azure;azure-container-registry;azure-kubernetes-service;github,developer;devops-engineer;solution-architect,intermediate
Manage datasets in Power BI ,https://docs.microsoft.com/en-us/learn/modules/manage-datasets-power-bi/,11,"2,825","24,823",50.99%,"2,265","1,155","1,218",3,1357.776389,28.83772861,32,4.753623188,69,,,power-bi;power-platform,data-analyst,intermediate
Spark architecture fundamentals,https://docs.microsoft.com/en-us/learn/modules/spark-architecture-fundamentals/,5,"2,124","13,227",63.97%,"1,804","1,154","1,221",2,599.0263889,16.9216494,33,4.565217391,69,,,azure-databricks,data-engineer,intermediate
Identify security threats with Azure Security Center,https://docs.microsoft.com/en-us/learn/modules/identify-threats-with-azure-security-center/,7,"1,503","11,721",83.37%,"1,383","1,153","1,292",9,279.1358333,11.14314704,43,4.847058824,85,,,azure;azure-security-center,security-engineer,beginner
Load/export data and create data views in Microsoft Dataverse,https://docs.microsoft.com/en-us/learn/modules/load-export-data-create-data-views/,10,"2,010","17,581",67.79%,"1,698","1,151","1,031",1,505.4261111,15.0873466,52,4.62295082,61,,,dynamics-365;power-platform;common-data-service;power-apps,functional-consultant,beginner
Introduction to Azure Synapse Analytics,https://docs.microsoft.com/en-us/learn/modules/introduction-azure-synapse-analytics/,6,"2,825","16,299",53.00%,"2,164","1,147","1,120",6,749.3233333,15.91483186,26,4.759259259,54,,,azure;azure-synapse-analytics,data-engineer,beginner
Configure ExpressRoute and Virtual WAN,https://docs.microsoft.com/en-us/learn/modules/configure-expressroute-virtual-wan/,8,"1,542","13,572",79.55%,"1,423","1,132","1,278",2,508.5669444,19.78859706,24,4.826086957,46,,,azure-expressroute,administrator,intermediate
Introduction to Azure IoT Edge,https://docs.microsoft.com/en-us/learn/modules/introduction-iot-edge/,6,"1,683","11,421",77.88%,"1,451","1,130","1,229",11,275.5344444,9.822974847,29,4.782051282,78,,,azure-iot-edge,ai-edge-engineer,beginner
Describe security management capabilities of Microsoft 365,https://docs.microsoft.com/en-us/learn/modules/describe-security-management-capabilities-of-microsoft-365/,7,"1,654","13,100",74.63%,"1,506","1,124","1,235",1,454.0105556,16.46954857,21,4.897959184,49,,,m365-security-score;m365-security-center,business-user;student,beginner
Azure Kubernetes Service deployment pipeline and GitHub Actions,https://docs.microsoft.com/en-us/learn/modules/aks-deployment-pipeline-github-actions/,11,"1,704","21,825",75.72%,"1,462","1,107","1,466",4,276.3991667,9.732365023,80,4.842105263,38,,,azure;azure-kubernetes-service;azure-container-registry;github,solution-architect;developer;devops-engineer,beginner
Configure network routing and endpoints,https://docs.microsoft.com/en-us/learn/modules/configure-network-routing-endpoints/,9,"1,528","15,703",79.91%,"1,374","1,098","1,235",2,607.6230556,23.85954407,27,4.659574468,47,,,azure-virtual-network,administrator,intermediate
Capture and view page load times in your Azure web app with Application Insights,https://docs.microsoft.com/en-us/learn/modules/capture-page-load-times-application-insights/,6,"1,865","11,144",75.35%,"1,448","1,091","1,207",6,318.8972222,10.25942806,45,4.68852459,61,,,azure;dotnet;aspnet-core;dotnet-core;azure-application-insights;azure-monitor,administrator;developer,beginner
Automate GitHub by using GitHub Script,https://docs.microsoft.com/en-us/learn/modules/automate-github-using-github-script/,5,"1,479","8,799",83.27%,"1,309","1,090","1,227",6,138.9844444,5.638314176,25,4.852459016,61,,,github;azure,devops-engineer;administrator;developer;solution-architect,beginner
Petabyte-scale ingestion with Azure Data Factory,https://docs.microsoft.com/en-us/learn/modules/petabyte-scale-ingestion-azure-data-factory/,9,"2,078","19,347",61.60%,"1,737","1,070","1,126",4,970.5883333,28.0246872,43,4.6,35,,,azure-data-factory;azure-synapse-analytics,data-engineer;data-scientist,beginner
Configure Azure Load Balancer,https://docs.microsoft.com/en-us/learn/modules/configure-azure-load-balancer/,11,"1,562","18,303",75.71%,"1,412","1,069","1,223",2,514.8769444,19.7776035,33,4.8,45,,,azure-load-balancer,administrator,intermediate
Get started with model-driven apps in Power Apps,https://docs.microsoft.com/en-us/learn/modules/get-started-with-model-driven-apps-in-powerapps/,9,"3,399","24,206",39.59%,"2,690","1,065","1,112",2,1340.606944,23.66472982,74,4.625,48,,,power-platform;power-apps,business-user;maker;functional-consultant,beginner
Configure Azure Application Gateway,https://docs.microsoft.com/en-us/learn/modules/configure-azure-application-gateway/,6,"1,483","10,247",78.71%,"1,348","1,061","1,221",1,376.9497222,15.25083165,18,4.739130435,46,,,azure-vpn-gateway,administrator,intermediate
Publish a web app to Azure with Visual Studio,https://docs.microsoft.com/en-us/learn/modules/publish-azure-web-app-with-visual-studio/,8,"2,299","15,854",61.43%,"1,724","1,059","1,142",5,487.3688889,12.71950123,48,4.576923077,52,538,489,azure;dotnet;aspnet-core;dotnet-core;dotnet-standard,developer;student,beginner
Describe information protection and governance capabilities of Microsoft 365,https://docs.microsoft.com/en-us/learn/modules/describe-information-protection-governance-capabilities-microsoft-365/,9,"1,770","15,743",66.60%,"1,587","1,057","1,184",6,758.5972222,25.71516008,35,4.830188679,53,,,m365,business-user;student,beginner
Protect your Azure Virtual Desktop deployment by using Azure Firewall,https://docs.microsoft.com/en-us/learn/modules/protect-virtual-desktop-deployment-azure-firewall/,9,"1,466","13,594",81.42%,"1,292","1,052","1,184",9,293.3630556,12.00667349,78,4.824561404,57,,,azure;azure-firewall;azure-virtual-desktop,administrator,beginner
Build more complex flows with Power Automate,https://docs.microsoft.com/en-us/learn/modules/build-more-flows/,15,"5,808","39,316",27.49%,"3,808","1,047","1,083",9,1939.981389,20.04113005,96,4.740740741,54,,,power-platform;power-automate,business-user;maker;functional-consultant,beginner
Create and manage columns within a table in Microsoft Dataverse,https://docs.microsoft.com/en-us/learn/modules/create-manage-fields-within-entity/,10,"1,766","16,832",70.72%,"1,479","1,046","1,120",2,518.1375,17.60376557,63,4.574074074,54,,,dynamics-365;power-platform;common-data-service;power-apps,functional-consultant,beginner
Azure Kubernetes Service Workshop,https://docs.microsoft.com/en-us/learn/modules/aks-workshop/,11,"2,936","30,386",52.88%,"1,965","1,039","1,398",7,741.3588889,15.15038601,145,4.923076923,52,,,azure;azure-kubernetes-service;azure-container-registry,solution-architect;developer,advanced
Working with choices in Microsoft Dataverse,https://docs.microsoft.com/en-us/learn/modules/working-with-option-sets/,5,"1,661","9,323",73.58%,"1,412","1,039","1,106",1,224.6241667,8.114057797,16,4.575,40,,,dynamics-365;power-platform;common-data-service;power-apps,functional-consultant,beginner
Edit code through branching and merging in Git,https://docs.microsoft.com/en-us/learn/modules/branch-merge-git/,7,"1,605","12,641",76.63%,"1,348","1,033","1,175",,366.5408333,13.70246106,55,4.74301676,179,528,449,azure;github,developer;student,beginner
Examine Dynamics 365 Sales,https://docs.microsoft.com/en-us/learn/modules/examine-dynamics-365-sales/,7,"2,150","15,597",58.73%,"1,759","1,033","1,025",3,700.5458333,19.55011628,29,4.734375,64,,,dynamics-sales,business-owner;business-user;functional-consultant;student,beginner
Explore Dynamics 365 Marketing,https://docs.microsoft.com/en-us/learn/modules/examine-dynamics-365-marketing/,7,"1,802","13,242",66.02%,"1,545","1,020","1,009",6,710.0838889,23.64319275,27,4.727272727,66,,,dynamics-marketing,business-owner;business-user;functional-consultant;student,beginner
Configure and manage secrets in Azure Key Vault,https://docs.microsoft.com/en-us/learn/modules/configure-and-manage-azure-key-vault/,6,"2,176","12,124",62.36%,"1,618","1,009","1,076",2,582.6286111,16.06512714,29,4.733333333,45,629,563,azure,administrator;security-engineer,beginner
Get started with Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/modules/get-started-financial-management-dyn365-finance/,16,"3,771","41,269",33.21%,"3,038","1,009",771,10,1705.001944,27.12811367,88,4.867647059,68,,,dynamics-365;dynamics-finance;dynamics-finance-operations,functional-consultant;business-user,beginner
Stage a web app deployment for testing and rollback by using App Service deployment slots,https://docs.microsoft.com/en-us/learn/modules/stage-deploy-app-service-deployment-slots/,6,"2,321","12,620",61.24%,"1,646","1,008","1,119",5,652.2605556,16.86153957,44,4.644444444,45,,,azure;dotnet;aspnet-core;dotnet-core,developer,beginner
Configure virtual machine backups,https://docs.microsoft.com/en-us/learn/modules/configure-virtual-machine-backups/,12,"1,516","18,597",72.45%,"1,390","1,007","1,119",1,678.5813889,26.8567832,36,4.58974359,39,,,azure-backup;azure-virtual-machines,administrator,intermediate
Create a new .NET project and work with package dependencies,https://docs.microsoft.com/en-us/learn/modules/dotnet-dependencies/,7,"2,717","17,519",48.34%,"2,081","1,006","1,122",13,1002.366944,22.13544964,18,4.714285714,91,,,dotnet,developer;student,beginner
Introduction to collaborating with Microsoft Teams,https://docs.microsoft.com/en-us/learn/modules/introduction-to-collaborating-microsoft-teams/,6,"2,312","12,560",52.41%,"1,908","1,000",888,12,231.8994444,6.018151672,25,4.780701754,114,,,m365;office-teams,business-analyst;business-owner;business-user;student,beginner
Describe insider risk capabilities in Microsoft 365,https://docs.microsoft.com/en-us/learn/modules/describe-insider-risk-capabilities-microsoft-365/,8,"1,504","12,822",71.61%,"1,395",999,"1,109",2,502.5558333,20.04876995,34,4.8,55,,,m365,business-user;student,beginner
Describe the eDiscovery and audit capabilities of Microsoft 365,https://docs.microsoft.com/en-us/learn/modules/describe-ediscovery-capabilities-of-microsoft-365/,9,"1,874","15,642",64.76%,"1,538",996,"1,075",3,555.9930556,17.80127179,33,4.86,50,,,m365,business-user;student,beginner
Analyze your device and app readiness for Windows 10,https://docs.microsoft.com/en-us/learn/modules/m365-modern-device-app/,5,"1,843","10,589",63.89%,"1,548",989,"1,060",4,405.4397222,13.19933984,18,4.87037037,54,,,m365;office-365;windows,administrator,intermediate
Prepare for a Teams deployment with Microsoft 365,https://docs.microsoft.com/en-us/learn/modules/m365-teams-collab-prepare-deployment/,9,"3,408","22,755",31.80%,"3,107",988,884,7,859.4841667,15.1317635,27,4.573529412,68,,,m365;office-365;office-teams,administrator,beginner
Create your first Python program,https://docs.microsoft.com/en-us/learn/modules/python-create-first/,8,"2,807","17,974",46.68%,"2,110",985,"1,068",4,788.9513889,16.86394134,32,4.804878049,123,,,vs,developer;student,beginner
Protect your identities with Azure AD Identity Protection,https://docs.microsoft.com/en-us/learn/modules/protect-identities-with-aad-idp/,5,"1,695","8,582",81.24%,"1,210",983,"1,088",6,295.8005556,10.47081613,34,4.793103448,58,,,azure;azure-active-directory,solution-architect;administrator,intermediate
Read and write data in Azure Databricks,https://docs.microsoft.com/en-us/learn/modules/read-write-data-azure-databricks/,9,"2,054","20,124",53.90%,"1,820",981,"1,076",3,465.8466667,13.60798442,60,4.645833333,48,,,azure-databricks,data-engineer,intermediate
Manage repository changes by using pull requests on GitHub,https://docs.microsoft.com/en-us/learn/modules/manage-changes-pull-requests-github/,5,"1,280","7,644",86.42%,"1,134",980,"1,128",12,136.6619444,6.406028646,49,4.810810811,74,,,github;azure,devops-engineer;administrator;developer;solution-architect,beginner
Configure Azure Monitor,https://docs.microsoft.com/en-us/learn/modules/configure-azure-monitor/,9,"1,442","13,340",77.08%,"1,265",975,"1,079",3,383.5463889,15.95893435,27,4.666666667,36,,,azure-monitor,administrator,intermediate
Manage software delivery by using a release based workflow on GitHub,https://docs.microsoft.com/en-us/learn/modules/release-based-workflow-github/,5,"1,310","8,062",84.33%,"1,155",974,"1,114",11,197.9477778,9.066310433,104,4.810126582,79,,,github;azure,devops-engineer;administrator;developer;solution-architect,beginner
"Build a simple website using HTML, CSS, and JavaScript",https://docs.microsoft.com/en-us/learn/modules/build-simple-website/,7,"21,112","79,617",8.91%,"10,909",972,588,48,3192.590278,9.073295598,44,4.817567568,148,,,windows;vs-code,developer;student,beginner
Orchestrating data movement and transformation in Azure Data Factory,https://docs.microsoft.com/en-us/learn/modules/orchestrate-data-movement-transformation-azure-data-factory/,9,"1,996","16,687",59.71%,"1,628",972,"1,039",1,877.0691667,26.36480461,46,4.324324324,37,,,azure-data-factory;azure-synapse-analytics,data-engineer;data-scientist,intermediate
Create an image recognition solution with Azure IoT Edge and Azure Cognitive Services,https://docs.microsoft.com/en-us/learn/modules/create-image-recognition-solution-iot-edge-cognitive-services/,9,"1,112","11,653",92.96%,"1,023",951,"1,049",6,61.04055556,3.293555156,62,4.705882353,68,,,azure-iot-edge,ai-edge-engineer,intermediate
Describe resource governance capabilities in Azure,https://docs.microsoft.com/en-us/learn/modules/describe-resource-governance-capabilities-azure/,6,"1,409","9,266",73.99%,"1,284",950,"1,071",,256.2291667,10.91110717,15,4.888888889,72,,,azure,business-user;student,beginner
Use the Admin center to manage environments and data policies in Power Automate,https://docs.microsoft.com/en-us/learn/modules/administer-flows/,5,"1,695","8,733",70.21%,"1,346",945,987,4,261.5513889,9.258456244,36,4.8125,48,,,power-platform;power-automate,functional-consultant;maker;administrator,beginner
Void detection on Edge devices with Live Video Analytics using own images and video,https://docs.microsoft.com/en-us/learn/modules/void-detection-edge-devices-live-video-analytics/,11,"1,068","18,003",93.74%,"1,006",943,"1,039",10,85.11583333,4.78178839,53,4.727272727,66,,,azure-iot-hub,ai-edge-engineer,intermediate
Object detection on Edge devices with Live Video Analytics using YOLO model,https://docs.microsoft.com/en-us/learn/modules/object-detection-iot-edge-live-video-analytics/,13,"1,259","19,677",87.29%,"1,078",941,"1,055",2,87.01888889,4.147047922,105,4.820512821,117,,,azure-iot-hub,ai-edge-engineer,intermediate
Navigate Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/navigate-finance-operations/,9,"2,872","21,686",43.78%,"2,147",940,847,6,740.1227778,15.46217502,45,4.723684211,76,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,business-user;functional-consultant;administrator,beginner
Add and size disks in Azure virtual machines,https://docs.microsoft.com/en-us/learn/modules/add-and-size-disks-in-azure-virtual-machines/,7,"2,542","12,597",52.90%,"1,773",938,"1,036",8,292.5380556,6.904910831,36,4.773584906,53,325,265,azure;azure-virtual-machines;azure-portal;azure-disk-storage,developer;administrator,intermediate
Enabling digital transformation,https://docs.microsoft.com/en-us/learn/modules/enable-digital-transformation/,7,"2,707","17,203",42.99%,"2,175",935,860,7,714.6336111,15.83968107,32,4.756756757,74,,,azure;dynamics-365;m365;power-platform,business-user,beginner
Settle competing commits by using merge conflict resolution on GitHub,https://docs.microsoft.com/en-us/learn/modules/resolve-merge-conflicts-github/,5,"1,424","7,826",81.57%,"1,145",934,"1,092",6,137.1752778,5.77985721,52,4.677966102,59,,,github;azure,devops-engineer;administrator;developer;solution-architect,beginner
Optimize your business process with process advisor,https://docs.microsoft.com/en-us/learn/modules/business-process-optimization-process-advisor/,8,"1,926","14,185",60.73%,"1,528",928,974,3,424.4902778,13.22399619,26,4.682926829,41,,,power-platform;power-automate,maker;business-user,beginner
Introduction to Azure IoT,https://docs.microsoft.com/en-us/learn/modules/introduction-iot/,6,"1,734","10,888",61.88%,"1,498",927,"1,000",9,184.3211111,6.377893118,31,4.863013699,73,,,azure-iot-hub,ai-edge-engineer,beginner
Introduction to Microsoft Endpoint Manager,https://docs.microsoft.com/en-us/learn/modules/intro-to-endpoint-manager/,10,"3,427","23,258",30.88%,"2,986",922,943,12,1159.1725,20.29482054,25,4.764150943,106,,,mem;m365,administrator,beginner
Use AI Builder in Power Automate,https://docs.microsoft.com/en-us/learn/modules/ai-builder-power-automate/,6,"1,854","10,894",60.71%,"1,512",918,960,2,362.6605556,11.73658756,60,4.735294118,34,,,ai-builder;power-platform;power-automate,maker,intermediate
Configure Log Analytics,https://docs.microsoft.com/en-us/learn/modules/configure-log-analytics/,9,"1,306","12,742",77.38%,"1,185",917,"1,035",1,323.1919444,14.84802195,27,4.666666667,33,,,azure-log-analytics,administrator,intermediate
"Configure forms, charts, and dashboards in model driven apps",https://docs.microsoft.com/en-us/learn/modules/configure-model-driven-apps-customer-engagement-apps/,12,"2,189","22,108",50.28%,"1,818",914,985,,937.8875,25.70728643,67,4.52238806,67,,,dynamics-365;power-platform,functional-consultant,intermediate
Configure Azure alerts,https://docs.microsoft.com/en-us/learn/modules/configure-azure-alerts/,6,"1,219","8,644",80.57%,"1,132",912,"1,033",1,237.0091667,11.66575062,18,4.675675676,37,,,azure-monitor,administrator,intermediate
Introduction to Azure solutions,https://docs.microsoft.com/en-us/learn/modules/introduction-to-azure-solutions/,6,"2,895","15,290",41.45%,"2,200",912,855,26,517.4222222,10.72377663,26,4.669811321,106,,,azure,business-user,beginner
Work with DataFrames in Azure Databricks,https://docs.microsoft.com/en-us/learn/modules/work-dataframes-azure-databricks/,7,"1,578","12,380",66.42%,"1,370",910,988,1,246.4855556,9.372074356,46,4.761904762,42,,,azure-databricks,data-engineer,intermediate
Deploy a pre-built module to the Edge device,https://docs.microsoft.com/en-us/learn/modules/deploy-prebuilt-module-edge-device/,8,"1,140","11,001",86.60%,"1,045",905,"1,015",5,173.04,9.107368421,56,4.776119403,67,,,azure-iot-hub,ai-edge-engineer,intermediate
